,title,url,id,start,end,duration,text
279,"Linear Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=nk2CQITm_eo,nk2CQITm_eo,1112.0,1145.0,33.0," That is to say it's the reduction in variance when we take the weight into account. The denominator is a little different. These dotted lines, the residuals, represent the variation that remains after fitting the line. This is the variation that is not explained by weight. So together, we have the variation in mouse size explained by weight divided by the variation in mouse size not explained by weight."
280,"Linear Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=nk2CQITm_eo,nk2CQITm_eo,1145.0,1170.0,25.0," Now let's look at the underlying mathematics. Just as a reminder, here's the equation for r squared. This is the general equation that will tell us if r squared is significant. The meat of these two equations are very similar and rely on the same sums of squares. Like we said before, the numerators are the same."
281,"Linear Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=nk2CQITm_eo,nk2CQITm_eo,1170.0,1199.0,29.0," In our mouse size and weight example, the numerator is the variation in mouse size explained by weight. In the sum of squares around the fit, it's just the residuals squared and summed up around the fitted line. So that's the variation that the fit does not explain. These numbers over here are the degrees of freedom. They turn the sums of squares into variances."
282,"Linear Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=nk2CQITm_eo,nk2CQITm_eo,1199.0,1226.0,27.0," I'm going to dedicate a whole stack quest to degrees of freedom, but for now, let's see if we can get an intuitive feel for what they're doing here. Let's start with these. P fit is the number of parameters in the fit line. Here's the equation for the fit line in a general format. We just have the y-intercept plus the slope times x."
283,"Linear Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=nk2CQITm_eo,nk2CQITm_eo,1226.0,1249.0,23.0," The y-intercept and the slope are two separate parameters. That means P fit equals two. P mean is the number of parameters in the mean line. In general, that equation is y equals the y-intercept. That's what gives us a horizontal line that cuts through the data."
284,"Linear Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=nk2CQITm_eo,nk2CQITm_eo,1249.0,1272.0,23.0," In this case, the y-intercept is the mean value. This equation just has one parameter. Thus, P mean equals one. Both equations have a parameter for the y-intercept. However, the fit line has one extra parameter, the slope."
285,"Linear Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=nk2CQITm_eo,nk2CQITm_eo,1272.0,1304.0,32.0," In our example, this slope is the relationship between weight and size. In this example, P fit minus P mean equals two minus one, which equals one. The fit has one extra parameter, mouse weight. Thus, the numerator is the variance explained by the extra parameter. In our example, that's the variance in mouse size explained by mouse weight."
286,"Linear Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=nk2CQITm_eo,nk2CQITm_eo,1304.0,1331.0,27.0," If we had used mouse weight and tail length to explain variation in size, then we would end up with an equation that had three parameters and P fit would equal three. Thus, P fit minus P mean would equal three minus P mean. So, we would equal three minus one, which equals two. Now the fit has two extra parameters, mouse weight and tail length."
287,"Linear Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=nk2CQITm_eo,nk2CQITm_eo,1331.0,1362.0,31.0," With the fancier equation for the fit, the numerator is the variance in mouse size explained by mouse weight and tail length. Now let's talk about the denominator for our equation for F. The denominator is the variation in mouse size not explained by the fit. That is to say, it's the sum of squares of the residuals that remain after we fit our new line to the data."
288,"Linear Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=nk2CQITm_eo,nk2CQITm_eo,1362.0,1398.0,36.0," Why divide sum of squares fit by n minus P fit instead of just n? Intuitively, the more parameters you have in your equation, the more data you need to estimate them. For example, you only need two points to estimate a line, but you need three points to estimate a plane. If the fit is good, then the variation explained by the extra parameters in the fit will be a large number, and the variation not explained by the extra parameters in the fit will be a small number."
289,"Linear Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=nk2CQITm_eo,nk2CQITm_eo,1398.0,1424.0,26.0," That makes F a really large number. Now, that question we've all been dying to know the answer to, how do we turn this number into a P value? Conceptually, generate a set of random data. Calculate the mean and the sum of squares around the mean. Calculate the fit and the sum of squares around the fit."
290,"Linear Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=nk2CQITm_eo,nk2CQITm_eo,1424.0,1448.0,24.0," Now, plug all those values into our equation for F, and that will give us a number, in this case, that number is 2. Now, plot that number in a histogram. Now, generate another set of random data. Calculate the mean and the sum of squares around the mean. Then, calculate the fit and the sum of squares around the fit."
291,"Linear Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=nk2CQITm_eo,nk2CQITm_eo,1448.0,1468.0,20.0," Plug those values into our equation for F. And in this case, we get F equals 3, so we then plug that value into our histogram. And then we repeat with yet another set of random data. In this case, we got F equals 1. That's plotted on our histogram."
292,"Linear Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=nk2CQITm_eo,nk2CQITm_eo,1468.0,1495.0,27.0," And we just keep generating more and more random data sets, calculating the sum of squares, plugging them into our equation for F, and plotting the results on our histogram. Now, imagine we did that, hundreds, if not millions of times. When we're all done with our random data sets, we return to our original data set. We then plug the numbers into our equation for F."
293,"Linear Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=nk2CQITm_eo,nk2CQITm_eo,1495.0,1523.0,28.0," In this case, we got F equals 6. The p-value is the number of more extreme values divided by all of the values. So, in this case, we have the value at F equals 6, and the value at F equals 7, divided by all the other randomizations that we created originally. If this concept is confusing to you, I have a stat quest that explains p-values."
294,"Linear Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=nk2CQITm_eo,nk2CQITm_eo,1523.0,1538.0,15.0," So check that one out. Bam! You can approximate the histogram with a line. In practice, rather than generating tons of random data sets, people use the line to calculate the p-value."
295,"Linear Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=nk2CQITm_eo,nk2CQITm_eo,1538.0,1565.0,27.0," Here's an example of one standard F distribution that people use to calculate p-values. The degrees of freedom determine the shape. The red line represents another standard F distribution that people use to calculate p-values. In this case, the sample size used to draw the red line is smaller than the sample size used to draw the blue line."
296,"Linear Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=nk2CQITm_eo,nk2CQITm_eo,1565.0,1587.0,22.0," Notice that when n minus p-fit equals 10, the distribution tapers off faster. This means that the p-value will be smaller when there are more samples relative to the number of parameters in the fit equation. Triple-bound! Hooray! We finally got our p-value."
297,"Linear Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=nk2CQITm_eo,nk2CQITm_eo,1587.0,1603.0,16.0," Now let's review the main ideas. Given some data that you think are related, linear regression quantifies the relationship in the data. This is our squared. This needs to be large."
298,"Linear Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=nk2CQITm_eo,nk2CQITm_eo,1603.0,1619.0,16.0, It also determines how reliable that relationship is. This is the p-value that we calculated with F. This needs to be small. You need both to have an interesting result. Hooray!
299,"Linear Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=nk2CQITm_eo,nk2CQITm_eo,1619.0,1632.0,13.0," We've made it to the end of another exciting stat quest. Wow, this was a long one. I hope you had a good time. If you like this and want to see more stat quests like it, want your subscribe to my channel."
300,"Linear Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=nk2CQITm_eo,nk2CQITm_eo,1632.0,1642.0,10.0," It's really easy. Just click the red button. And if you have any ideas of stat quests that you'd like me to create, just put them in the comments below. That's all there is to it."
301,"Linear Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=nk2CQITm_eo,nk2CQITm_eo,1642.0,1647.0,5.0," Alright. Toon in next time, for another really exciting stat quest."
302,"Multiple Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=zITIFTsivN8,zITIFTsivN8,0.0,28.0,28.0," Stat Quest, Stat Quest, Stat Quest, Stat Quest, Yeah, Stat Quest. Hello, I'm Josh Starmer and welcome to Stat Quest. Stat Quest is brought to you by the friendly folks in the genetics department at the University of North Carolina at Chapel Hill. Today we're going to be talking about multiple regression, and it's going to be... Really explained!"
303,"Multiple Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=zITIFTsivN8,zITIFTsivN8,28.0,61.0,33.0," This Stat Quest builds on the one for linear regression, so if you haven't already seen that one yet, check it out. Alright, now let's get to it. People who don't understand linear regression tend to make a big deal out of the differences between simple and multiple regression. It's not a big deal, and a Stat Quest on simple linear regression already covered most of the concepts we're going to cover here. You might recall from the Stat Quest on the linear regression that simple regression is just fitting a line to data,"
304,"Multiple Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=zITIFTsivN8,zITIFTsivN8,61.0,85.0,24.0," or interested in the R squared and the P value to evaluate how well that line fits the data. In that same Stat Quest, I also showed you how to fit a plane to data. Well that's what multiple regression is. You fit a plane or some higher dimensional object to your data. A term like higher dimensional object sounds really fancy and complicated, but it's not."
305,"Multiple Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=zITIFTsivN8,zITIFTsivN8,85.0,117.0,32.0," All it means is that we're adding additional data to the model. In the previous example, all that meant was that instead of just modeling body length by mouse weight, we modeled body length using mouse weight and tail length. If we added additional factors like the amount of food eaten, or the amount of time spent running on a wheel, well those would be considered additional dimensions, but they're really just additional pieces of data that we can add to our fancy equation."
306,"Multiple Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=zITIFTsivN8,zITIFTsivN8,117.0,157.0,40.0," So from the Stat Quest on linear regression, you may remember the first thing we did was calculate R squared. Well the good news is calculating R squared is the exact same for both simple regression and multiple regression. There's absolutely no difference. Here's the equation for R squared and we plug in the values for the sums of squares around the fit, and then we plug in the sums of squares around the mean value for the body length. Regardless of how much additional data we add to our fancy equation, if we're using it to predict body length, then we use the sums of squares around the body length."
307,"Multiple Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=zITIFTsivN8,zITIFTsivN8,157.0,184.0,27.0," When caveat is for multiple regression, you adjust R squared to compensate for the additional parameters in the equation. We covered this in the Stat Quest for linear regression, so it's no big deal. Now we want to calculate a p value for our R squared. Calculating F and the p value is pretty much the same. You plug in the sums of squares around the fit, and then you plug in the sums of squares around the mean."
308,"Multiple Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=zITIFTsivN8,zITIFTsivN8,184.0,232.0,48.0," For simple regression, p fit equals two because we have two parameters in the equation that least squares has to estimate. And for this specific example, the multiple regression version of p fit equals three, because least squares had to estimate three different parameters. If we added additional data to the model, for example, the amount of time a mouse spends running on a wheel, then we have to change p fit to equal the number of parameters in our new equation. And for both simple regression and multiple regression, p main equals one because we only have to estimate the mean value of the body length. So far, we have compared this simple regression to the mean and this multiple regression to the mean."
309,"Multiple Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=zITIFTsivN8,zITIFTsivN8,232.0,269.0,37.0," But we can compare them to each other, and this is where multiple regression really starts to shine. This will tell us if it's worth the time and trouble to collect the tail length data, because we will compare a fit without it, the simple regression to a fit with it, the multiple regression. Calculating the F value is the exact same as before. Only this time, we replace the mean stuff with the simple regression stuff. So instead of plugging in the sums of squares around the mean, we plug in the sums of squares around the simple regression."
310,"Multiple Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=zITIFTsivN8,zITIFTsivN8,269.0,291.0,22.0," And instead of plugging in p main, we plug in p simple, which equals the number of parameters in the simple regression. That's two. And then we plug in the sums of squares for the multiple regression. And we plug in the number of parameters in our multiple regression equation. Bam!"
311,"Multiple Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=zITIFTsivN8,zITIFTsivN8,291.0,318.0,27.0," If the difference in r squared values between the simple and multiple regression is big, and the p value is small, then adjusting tail length to the model is worth the trouble. Hurray! We've made it to the end of another exciting stat quest. Now for this stat quest, I've made another one that shows you how to do multiple regression in r. It shows all the little details and sort of what's important and what's not important about the output that r gives you."
312,"Multiple Regression, Clearly Explained!!!",https://www.youtube.com/watch?v=zITIFTsivN8,zITIFTsivN8,318.0,324.0,6.0," So check that one out, and don't forget to subscribe. Okay, until next time, quest on."
313,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,0.0,21.0,21.0, St. Quest. St. Quest. Yeah. Hello and welcome to St. Quest. St. Quest is brought to you by the friendly folks in the genetics department at the University of North Carolina at Chapel Hill.
314,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,21.0,42.56,21.56," Today we're doing part two of our series on general linear models. Last time we talked about how to do linear regression. This time we're going to talk about how to use those exact same techniques to do T tests and a nova. We'll do this using something called a design matrix, which is a cool concept that will"
315,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,42.56,67.0,24.44, expand upon in future stat quests on general linear models. Let's start with a super quick review of linear regression. Last time we measured mouse weight and mouse size and we wanted to learn two things from it. We wanted to learn how useful mouse weight was for predicting mouse size. Our squared told us this.
316,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,67.0,93.0,26.0," And we wanted to know if the relationship was due to chance. The p-value told us this. Now let's see if we can apply those concepts to a T test. In this specific example, we're going to be comparing gene expression between control mice and mutant mice. Mutant mice are just normal mice that have a specific gene that's been knocked out and is no longer functioning correctly."
317,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,93.0,123.0,30.0," The goal of a T test is to compare means and see if they are significantly different from each other. If the same method can calculate p-values for a linear regression and a T test, then we can easily calculate p-values for more complicated situations. So now I'm going to walk you through the steps for using the techniques from linear regression to do a T test. On the left side of the screen, I remind you how each step applies to linear regression."
318,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,123.0,152.0,29.0," On the right side of the screen, I'll show you how those steps apply to T tests. Step 1. Ignore the x-axis and find the overall main. To emphasize that we want to focus on the y-axis, I've removed the labels on the x-axis. Here are the overall means for the linear regression and the T test. The next step is to calculate the sum of squared residuals around the mean."
319,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,152.0,173.0,21.0," This is SS mean. These are the residuals. The distance from the data points to the lines. In this case, the lines are the overall means. Bam, calculating the sum of squared residuals around the mean was easy. Step 3. Fit a line to the data."
320,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,173.0,195.0,22.0," Note, this is when we start caring about the x-axis again. On the left side, we have the least squares fit to the data. However, how do we do a least squares fit to a T test? Let's start by just fitting a line to the control data. We start by finding a least squares fit to the control data."
321,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,195.0,220.0,25.0," It turns out that the mean is the least squares fit. The mean intercepts the y-axis at 2.2. This is the equation for horizontal line that intercepts the y-axis at 2.2. Thus, this is the line that we fit to the control data. Now let's fit a line to the mutant data."
322,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,220.0,244.0,24.0," The least squares fit is the mean of the mutant data. The mean intercepts the y-axis at 3.6. This is the equation for horizontal line that intercepts the y-axis at 3.6. Thus, this is the line that we fit to the mutant data. We have fit two lines to the data."
323,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,244.0,271.0,27.0," Originally, when we did the regression, we fit a single line to the data. However, there is a way to combine these two lines into a single equation. This will make the steps for computing F the exact same for the regression and the T test, which, in turn, means a computer can do it automatically. This is key because we don't want to do this by hand, ever."
324,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,271.0,301.0,30.0," This is going to look a little weird, but just bear with me. Keep in mind that the goal is to have a flexible way for a computer to solve this, and every other least squares-based problem without having to create a whole new method each time. This is the equation, which combines both lines for this point. We have one times the mean of the control data, zero times the mean of the mutant data,"
325,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,301.0,326.0,25.0," plus the residual. Yes, this is strange, especially multiplying the mutant mean by zero, but bear with me. If we multiply things out, the equation for this point would be y equals 2.2 plus the residual. And that sort of makes sense, but just bear with me. This is the equation for the next point."
326,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,326.0,351.0,25.0," The only difference is the residual, this one is smaller. This is the equation for the next point. Again, the only difference is the residual. This is the equation for the next point, and again, the only difference is the residual. This is the equation for the first point in the mutant data set."
327,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,351.0,378.0,27.0," Now we are multiplying the control mean by zero, and multiplying the mutant mean by one. These are the equations for the remaining points. Now let's focus on the ones and zeros. They function like on and off switches for the two means. A one turns the mean on, and a zero turns the mean off."
328,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,378.0,409.0,31.0," When we isolate the ones and zeros, they form a matrix called a design matrix. The design matrix can be combined with an abstract version of the equation to represent a fit to the data. Column 1 turns the control mean on or off. Column 2 turns the mutant mean on or off. In practice, the role of each column is assumed, and the equation is written out like this."
329,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,409.0,441.0,32.0," Y equals the mean of the control data plus the mean of the mutant data. Now that we have the fit for the control and mutant data down to a single equation, plus design matrix, we can move on to calculating F and the P value. So, step 4, calculate the sum of squares of the residuals around the fitted lines. With the linear regression, that means the sum of these squared residuals."
330,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,441.0,468.0,27.0," The sum of squares around the fit for the T test is the sum of these squared residuals. To review what we've done so far, we've calculated the sum of squared residuals around the mean, and then we calculated the sum of squared residuals around the fitted line. Now we can just plug these things in to our equation for F. F will lead to a P value."
331,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,468.0,495.0,27.0," For the linear regression, P mean refers to the number of parameters in the equation for the mean mouse size. That's one parameter. In the T test, P mean refers to the number of parameters in the equation for the mean of the gene expression. That's also just one parameter. For the linear regression, P fit refers to the number of parameters in the equation for the fitted line."
332,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,495.0,521.0,26.0," In this case, that's two. The parameters are the intercept and the slope. For the T test, P fit refers to the number of parameters in the line that we fit to the T test data. In this case, P fit equals two, because we had to estimate two parameters, one for the mean of the control data, and one for the mean of the mutant data."
333,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,521.0,535.0,14.0, Now we can calculate a P value for the T test. Bam! Let's review what we've done so far. Here's the original data. Gene expression for control mice and mutant mice.
334,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,535.0,562.0,27.0," The first thing we did is we calculated the sum of squares of the residuals around the overall mean. Then we calculated the sum of squares of the residuals around the fit. In order to do this with a single equation, we had to create a design matrix. Once we've calculated the sum of squares, all we have to do is plug the values into the equation for F, and then we'll get our P value."
335,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,562.0,585.0,23.0," Now let's do an ANOVA. ANOVA tests if all five categories are the same. Here we have control and mutant mice just like before, but we also have control and mutant mice on a funky diet, and we also have heterozyg of mice. The first thing we do is calculate the sum of squares around the mean."
336,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,585.0,608.0,23.0," We do this just like before. We calculate an overall mean value for all of the categories, and then square the residuals and sum them up. No big deal. The equation for the overall mean is just y equals mean expression. That equation only has a single parameter, the overall mean, so P mean equals 1."
337,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,608.0,628.0,20.0," Now we calculate the sum of squares around the fitted lines. The equation for the fitted lines has five parameters, one for each mean. Therefore, P fit equals 5. Here's what the design matrix looks like. One column per category."
338,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,628.0,658.0,30.0," Now that we've calculated the sum of squares around the mean and the sum of squares around the fit, along with P mean and P fit, we can plug those values in and calculate F. Triple B, if we can calculate F, then we've got ourselves a P value. One last important detail before we're done. The design matrices that I've shown you are not the standard design matrices used for doing T tests and a Nova."
339,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,658.0,678.0,20.0, This is what we used for the T test in this stat quest. But this is a more common design matrix for the same thing. Both design matrices will get the job done. It's just the one on the right is more commonly used. We'll talk about this one and other more elaborate designs in the next stat quest.
340,"Using Linear Models for t-tests and ANOVA, Clearly Explained!!!",https://www.youtube.com/watch?v=NF5_btOaCig,NF5_btOaCig,679.0,697.0,18.0," However, we've made it to the end of another exciting stat quest. If you'd like this and would like to see more stat quests like it, feel free to subscribe. And if you have any suggestions for future stat quests, put them in the comments below. Toon in next time for another exciting stat quest."
341,"Design Matrices For Linear Models, Clearly Explained!!!",https://www.youtube.com/watch?v=CqLGvwi-5Pc,CqLGvwi-5Pc,0.0,19.92,19.92," Stack Quest is getting bigger, watch out! Hello and welcome to Stack Quest. Stack Quest is brought to you by the friendly folks in the genetics department at the University of North Carolina at Chapel Hill. Today we're going to be talking about general linear models and this is part 3 of a series"
342,"Design Matrices For Linear Models, Clearly Explained!!!",https://www.youtube.com/watch?v=CqLGvwi-5Pc,CqLGvwi-5Pc,19.92,39.36,19.44," that we're doing on this. This time we're going to focus on design matrices. Stack Quest picks up exactly where part 2 leaves off, so if you haven't seen that one yet, I'd recommend doing it right now. In part 2 of this series, we ended by saying that this was not the standard design matrix"
343,"Design Matrices For Linear Models, Clearly Explained!!!",https://www.youtube.com/watch?v=CqLGvwi-5Pc,CqLGvwi-5Pc,39.36,59.24,19.880000000000003, for a T-test. It was kind of a cliffhanger. And then I showed you that this is the standard design matrix for a T-test. It corresponds to a slightly different equation. Let's focus on what this new design matrix and equation are all about.
344,"Design Matrices For Linear Models, Clearly Explained!!!",https://www.youtube.com/watch?v=CqLGvwi-5Pc,CqLGvwi-5Pc,59.24,83.19999999999999,23.959999999999987," In this version, all measurements, both control and mutant turn on the term for the mean control value. But only the mutant measurements turn on the term for the difference between the mean of the mutant data and the mean of the control data. This term serves as an offset that we can use for the mutant data."
345,"Design Matrices For Linear Models, Clearly Explained!!!",https://www.youtube.com/watch?v=CqLGvwi-5Pc,CqLGvwi-5Pc,83.19999999999999,108.08,24.88000000000001," For example, this one turns the term for the mean of the control data on for this data point. And this zero turns the term for the difference between the mean of the mutant data and the mean of the control data off for this data point. This one turns the term for the mean of the control data on for this data point."
346,"Design Matrices For Linear Models, Clearly Explained!!!",https://www.youtube.com/watch?v=CqLGvwi-5Pc,CqLGvwi-5Pc,108.08,130.84,22.760000000000005," And this one turns the term for the difference between the mean of the mutant data and the control data on for this data point. The residuals are the same for both equations and design matrices. The equations also have the same number of parameters, too. So P-fit is the same."
347,"Design Matrices For Linear Models, Clearly Explained!!!",https://www.youtube.com/watch?v=CqLGvwi-5Pc,CqLGvwi-5Pc,130.88,151.84,20.960000000000008," So in our equation for F, we plug in the exact same value for the sum of squares around the fit. We also plug in the exact same value for the P-fit parameter. This result in the exact same value for F. And that means we're going to get the exact same P value."
348,"Design Matrices For Linear Models, Clearly Explained!!!",https://www.youtube.com/watch?v=CqLGvwi-5Pc,CqLGvwi-5Pc,151.84,173.28,21.44," If they both do the same thing, and the result is the same P value, why is the one on the right more common? I'll be honest, I don't know the answer for sure, but I think it has something to do with regression. So far, we've looked at design matrices in the context of using ones and zeros to turn"
349,"Design Matrices For Linear Models, Clearly Explained!!!",https://www.youtube.com/watch?v=CqLGvwi-5Pc,CqLGvwi-5Pc,173.28,195.56,22.28, parts of the equation on or off. So let's take a step back and remember how it works. Remember that the numbers in the first column are multiplied by the term for the mean of the control values. And the numbers in the second column are multiplied by the term that represents the difference
350,"Design Matrices For Linear Models, Clearly Explained!!!",https://www.youtube.com/watch?v=CqLGvwi-5Pc,CqLGvwi-5Pc,195.56,225.88,30.319999999999997," between the mean of the mutant values and the mean of the control values. Multiplying the mean of the control data by one turns it on by just letting it be. Multiplying the difference between the mean of the mutant data and the mean of the control data by zero makes it zero, and that turns it off. A design matrix full of ones and zeros is perfect for doing t-tests or anovas."
351,"Design Matrices For Linear Models, Clearly Explained!!!",https://www.youtube.com/watch?v=CqLGvwi-5Pc,CqLGvwi-5Pc,225.88,251.4,25.52000000000001," Anytime we have different categories of data, but we can use other numbers. For example, here's a design matrix for linear regression. It pairs with this equation. We've got a bunch of ones in the first column. But in the second column, we've got the x-axis position for each point."
352,"Design Matrices For Linear Models, Clearly Explained!!!",https://www.youtube.com/watch?v=CqLGvwi-5Pc,CqLGvwi-5Pc,251.4,279.64000000000004,28.24000000000004," Let's focus on the first row in the design matrix for now. It corresponds to this point. Just like before, the numbers in the first column multiply the first term in the formula. In this case, multiplying the y-intercept by one turns it on. And just like before, the numbers in the second column multiply the second term in the formula."
353,"Design Matrices For Linear Models, Clearly Explained!!!",https://www.youtube.com/watch?v=CqLGvwi-5Pc,CqLGvwi-5Pc,279.64000000000004,301.28000000000003,21.639999999999983," In this case, we're scaling the term for the slope. To make this more concrete, let's see what happens when we use real numbers for the y-intercept and slope. The y-intercept is super small and equals 0.01. So that's the number we plug in here."
354,"Design Matrices For Linear Models, Clearly Explained!!!",https://www.youtube.com/watch?v=CqLGvwi-5Pc,CqLGvwi-5Pc,301.28,320.4,19.120000000000005, The slope equals 0.8. And we plug that in right here. And now we do the math. And you get a point on the least squares-fit line that corresponds with the first data point. Now let's focus on the second row.
355,"Design Matrices For Linear Models, Clearly Explained!!!",https://www.youtube.com/watch?v=CqLGvwi-5Pc,CqLGvwi-5Pc,320.4,342.32,21.920000000000016, It corresponds to this point. The number in the first column multiplies the y-intercept. In the number in the second column scales the slope. Plug in the y-intercept and the slope and do the math. And you get a point on the line that corresponds to the second data point.
356,"Design Matrices For Linear Models, Clearly Explained!!!",https://www.youtube.com/watch?v=CqLGvwi-5Pc,CqLGvwi-5Pc,342.32,373.48,31.160000000000025," Plugging each row into the equation gives us a bunch of points on the least squares-fit line. Once we have all the points on the line, we can calculate the residuals. And that means we can calculate a p-value. This example shows that a design matrix isn't always just a bunch of zeros and ones, but can be any set of numbers that we want to plug into an equation one row at a time."
357,"Design Matrices For Linear Models, Clearly Explained!!!",https://www.youtube.com/watch?v=CqLGvwi-5Pc,CqLGvwi-5Pc,373.48,396.44000000000005,22.96000000000004," One note before we move on. Since this style of design matrix with ones all the way down the first column is more common. All of the examples from here on out will be consistent with this format. Now that we know we can put any number into the design matrix, let's do something fancy."
358,"Design Matrices For Linear Models, Clearly Explained!!!",https://www.youtube.com/watch?v=CqLGvwi-5Pc,CqLGvwi-5Pc,396.44000000000005,416.0,19.559999999999945," Let's combine a t-test and a regression. Holy smokes, that's totally crazy. Okay, we're back to the relationship between mouse weight and mouse size. However, we have two types of mice. These measurements are from normal control mice."
